nicho,cidade,nome,endereco,telefone,website,tipo,nota,reviews,Descricao,Latitude,Longitude
Consultoria de captação de recursos / editais para pequenas empresas e ONGs,Itajubá,DAC Engenharia Ltda,Itajubá - MG,(35) 2143-9087,,Empresa de engenharia civil,5.0,11.0,"""Competência , agilidade e atendimento e serviço completo em engenharia""",-22.426107,-45.448444
Consultoria de captação de recursos / editais para pequenas empresas e ONGs,Itajubá,Fapepe,Itajubá - MG,(35) 3622-3543,,Universidade,4.6,7.0,,-22.410574,-45.447857
Consultoria de captação de recursos / editais para pequenas empresas e ONGs,Itajubá,Unidade de Atendimento Integrado (UAI) Itajubá - MG,Itajubá - MG,(35) 99802-1340,,Repartição pública,3.8,175.0,"""Muito bom ajuda""",-22.427402,-45.456757
Arquitetura para reformas comerciais (fachadas e layouts de loja),Itajubá,Suzana Ribeiro Arquitetura,Itajubá - MG,(35) 99885-1315,,Escritório de arquitetura de interiores,5.0,17.0,"""Boas ideias e sim, um arquiteto no projeto faz toda a diferença.""",-22.422615,-45.461098
Arquitetura para reformas comerciais (fachadas e layouts de loja),Itajubá,Haus Arquitetura e Engenharia,Itajubá - MG,(35) 99705-9211,,Escritório da empresa,5.0,29.0,"""Ambientes projetados com muito bom gosto e funcionalidade!""",-22.42504,-45.454197
Arquitetura para reformas comerciais (fachadas e layouts de loja),Itajubá,Lis Magalhães Arquitetura e Interiores Itajubá-MG,,(35) 99211-6461,,Arquiteto,5.0,6.0,"""Muito profissional e responsável, além dos projetos serem encantadores.""",,
Arquitetura para reformas comerciais (fachadas e layouts de loja),Itajubá,"Metamorfose Projetos | Engenharia, Arquitetura, Interiores e Archviz",Itajubá - MG,(11) 96901-2288,,Arquiteto,5.0,17.0,"""Muito atento aos detalhes e apto às mudanças requeridas.""",-22.428694,-45.45374
Arquitetura para reformas comerciais (fachadas e layouts de loja),Itajubá,Akira Design e Projetos,Itajubá - MG,(35) 99196-6825,,Gráfica,5.0,2.0,,-22.423765,-45.452168
Arquitetura para reformas comerciais (fachadas e layouts de loja),Itajubá,Conceitto Interiores,Itajubá - MG,(35) 3622-6525,,Arquiteto,4.9,28.0,"""A melhor empresa para fazer seus projetos, seus móveis planejados.""",-22.426226,-45.460648
Arquitetura para reformas comerciais (fachadas e layouts de loja),Itajubá,"MacStudio - adesivos, faixas, banners, placas, crachás, canecas, impressão digital envelopamento de veículos",Itajubá - MG,(35) 99247-1649,,Faixas e placas,4.6,80.0,"""Qualidade excelente, preço justo e pontualidade na entrega.""",-22.432167,-45.460083
